id	imdbid	year	title	rating
3147	1720182	2011	October Baby	3
3006	1827487	2011	Once upon a time in Anatolia	1
2978	1621994	2011	Once Upon a Warrior	3
6697	1736633	2011	Oslo, 31. august	1
3021	1637706	2011	Our Idiot Brother	3
2748	1787777	2011	Page One: Inside the New York Times	1
3517	1784575	2011	Parada	3
2878	1778304	2011	Paranormal Activity 3	3
3255	1233334	2011	Pariah	3
2027	1092026	2011	Paul	3
4485	1649780	2011	Peace, Love, &amp; Misunderstanding	3
3639	1650058	2011	Perfect Family, The	3
3346	1439572	2011	Perfect Sense	3
3144	1568816	2011	Phase 7	0
2312	1298650	2011	Pirates of the Caribbean: On Stranger Tides	1
2929	1661420	2011	Polisse	3
2918	0822847	2011	Priest	1
4396	1757944	2011	Princess and the Pony, The	3
6033	1604171	2011	Prom	3
2879	0448694	2011	Puss in Boots	1
3107	1699231	2011	Quarantine 2: Terminal	3
3305	1899353	2011	Raid: Redemption, The	0
2120	1192628	2011	Rango	1
2752	0433035	2011	Real Steel	1
2135	1486185	2011	Red Riding Hood	3
2693	0873886	2011	Red State	3
2790	1498569	2011	Restless	3
2837	1376233	2011	Rid of Me	3
2205	1436562	2011	Rio	1
2594	1318514	2011	Rise of the Planet of the Apes	1
2028	1161864	2011	Rite, The	3
6639	1732730	2011	Roller Town	3
2947	1265990	2011	Roommate, The	3
4588	1833781	2011	Ruggine	3
2987	0376136	2011	Rum Diary, The	1
3893	1821593	2011	Rundskop	2
2145	1621429	2011	S.W.A.T.: Firefight	1
3244	1441952	2011	Salmon Fishing in the Yemen	2
3695	0770802	2011	Samsara	0
3045	2140371	2011	Saving Face	3
6847	1843678	2011	Scott and Bailey	3
2195	1262416	2011	Scream 4	3
3511	1723811	2011	Shame	1
2592	1827358	2011	She Monkeys	3
2943	1515091	2011	Sherlock Holmes: A Game of Shadows	1
4235	1561770	2011	Shunning, The	3
5860	1767382	2011	Silent House	3
4567	1948150	2011	Singham	2
5139	1366344	2011	Sitter, The	3
2623	1189073	2011	Skin I Live In, The	3
4970	1588398	2011	Sleeping Beauty	3
2607	1822304	2011	Sleeping Sickness (Schlafkrankheit)	1
3221	1683921	2011	Sleepless Night	1
2639	0472181	2011	Smurfs, The	3
3375	1541995	2011	Snow Flower and the Secret Fan	3
6302	1857913	2011	Sorcerer and the White Snake, The	3
2880	1596346	2011	Soul Surfer	3
3738	1748207	2011	Sound of My Voice	3
2161	0945513	2011	Source Code	1
3691	1686067	2011	Source, The	3
2728	1756750	2011	Starbuck	1
6111	1705134	2011	State of Emergency	1
2692	0999913	2011	Straw Dogs	3
1733	0978764	2011	Sucker Punch	3
3394	1510938	2011	Sunset Limited, The	0
2388	1650062	2011	Super 8	3
2833	1675192	2011	Take Shelter	3
2716	1592281	2011	Take This Waltz	3
4418	1845866	2011	Teen Spirit	3
3131	1641410	2011	Terraferma	3
2727	1604225	2011	Thespians	3
2764	0905372	2011	Thing, The	3
3185	1667905	2011	This is not a film	1
3605	1440345	2011	This Must Be the Place	1
2252	0800369	2011	Thor	3
3306	2007418	2011	Three Disappearances of Soad Hosni, The	3
2787	1509767	2011	Three Musketeers, The	2
2747	1340800	2011	Tinker Tailor Soldier Spy	1
3307	1847731	2011	Tomboy	3
2355	1742683	2011	Too Big to Fail	1
6295	1942120	2011	Toutes nos envies	3
2964	0471042	2011	Tower Heist	1
2469	1399103	2011	Transformers: Dark of the Moon	3
2368	0478304	2011	Tree of Life, The	0
3528	1836987	2011	Trishna	3
3341	1650407	2011	Turn Me On, Dammit!	3
3756	1324999	2011	Twilight Saga: Breaking Dawn - Part 1, The	3
3340	1204340	2011	Tyrannosaur	2
5057	1783798	2011	Union Squre	3
6285	1401152	2011	Unknown	1
2497	1756832	2011	Unleashed, The	3
2919	1675434	2011	Untouchable	1
5216	1634136	2011	Violet &amp; Daisy	3
3436	1536048	2011	W.E.	3
2146	1296899	2011	Wake Wood	3
2958	1568911	2011	War Horse	1
3043	1291584	2011	Warrior	1
2325	1067583	2011	Water for Elephants	1
3136	1389137	2011	We Bought a Zoo	2
3428	1456472	2011	We Have a Pope	1
2792	1242460	2011	We Need to Talk About Kevin	3
4601	1714210	2011	Weekend	1
4897	0770703	2011	What&#39;s Your Number	3
4097	1735200	2011	When Pigs Have Wings	1
3675	1772424	2011	Where Do We Go Now?	3
2285	1606392	2011	Win Win	3
2595	1449283	2011	Winnie the Pooh	0
2689	1714208	2011	Woman, The	3
3204	1181614	2011	Wuthering Heights	2
2370	1270798	2011	X-Men: First Class	3
6235	4627404	2011	xxxHolic Ro Adayume	1
6725	1316624	2011	Year Dolly Parton Was My Mom, The	3
6525	1504508	2011	Yelling to the Sky	3
2703	1672845	2011	You Instead	3
4505	1853739	2011	You&#39;re Next	3
2952	1625346	2011	Young Adult	3
2185	1240982	2011	Your Highness	1
3527	1742336	2011	Your Sister&#39;s Sister	3
2358	1486190	2010	&#39;Tamara Drewe&#39;	3
1758	1542344	2010	127 Hours	3
1698	1436045	2010	13 Assassins	1
3842	1646876	2010	16 Wishes	3
2629	1671616	2010	18 comidas	2
5876	1320304	2010	30 Days of Night: Dark Days	3
2643	1514041	2010	4.3.2.1	3
2733	1509787	2010	A Bag of Hammers	3
5099	1319722	2010	A Little Help	3
2810	1447479	2010	A Marine Story	3
6047	1179056	2010	A Nightmare on Elm Street	3
969	0429493	2010	A-Team, The	0
1651	1479668	2010	Abel	3
3109	1393746	2010	Aftershock	3
699	1014759	2010	Alice in Wonderland	3
4274	1307858	2010	All About Evil	3
1672	1477171	2010	Amador	3
5025	1788453	2010	Amazing Bulk, The	0
1530	1440728	2010	American, The	1
3022	1212454	2010	An Invisible Sign	3
2112	1391034	2010	And Soon the Darkness	3
2419	1313092	2010	Animal Kingdom	1
1760	1431181	2010	Another Year	3
2513	1568921	2010	Arrietty	3
808	1212436	2010	Back-up Plan, The	3
2055	1571724	2010	Bal	0
3011	1610452	2010	Band Baaja Barat	3
2465	0482459	2010	Bandage	3
5231	1610301	2010	Barbie in a Mermaid Tale	3
2200	1423894	2010	Barney&#39;s Version	3
3607	1529233	2010	Basilicata Coast to Coast	3
2321	1569923	2010	Batman: Under the Red Hood	1
3686	1426320	2010	BearCity	0
3815	1646959	2010	Bedevilled	3
2480	1532503	2010	Beginners	1
3224	1621444	2010	Bill Cunningham New York	3
2059	1164999	2010	Biutiful	1
1662	0947798	2010	Black Swan	3
3042	1401643	2010	Black Venus	3
2088	1120985	2010	Blue Valentine	2
848	1037705	2010	Book of Eli	3
1016	1560139	2010	Boy	1
5018	1456060	2010	Boy Wonder	3
4930	1719009	2010	Bratz: Pampered Petz	3
3816	1578261	2010	Break Ke Baad	3
1004	1593655	2010	Browncoats: Redemption	3
1650	1462758	2010	Buried	1
1784	1126591	2010	Burlesque	3
6511	1106860	2010	Ca$h	0
3228	1764141	2010	Cairo 678	3
2261	1252380	2010	Camp Rock 2: The Final Jam	3
1625	1542852	2010	Carancho	3
2328	1194417	2010	Casino Jack	1
1655	1584016	2010	Catfish	0
773	1196204	2010	Cemetery Junction	2
1506	1020558	2010	Centurion	1
2686	1341341	2010	Ceremony	2
2119	1020773	2010	Certified Copy	3
1865	1438254	2010	Charlie St. Cloud	1
2863	1996211	2010	Chasing Legends	0
1831	1235830	2010	Chico &amp; Rita	2
1884	0980970	2010	Chronicles of Narnia: The Voyage of the Dawn Treader, The	3
1772	0800320	2010	Clash of the Titans	3
1933	1625340	2010	Client List, The	2
2951	1345772	2010	Clinic, The	3
2908	2008009	2010	Clock, The	3
5830	1735853	2010	Como Esquecer	3
2084	1590089	2010	Confessions (Kokuhaku)	3
2962	0968264	2010	Conspirator, The	3
2245	1244754	2010	Conviction	3
1453	1385867	2010	Cop Out	1
2729	1602617	2010	Corridor, The	0
3708	1555064	2010	Country Strong	3
694	0455407	2010	Crazies, The	3
1166	1336617	2010	Cyrus	1
6728	1361835	2010	Das letzte Schweigen	3
784	1279935	2010	Date Night	3
3887	1581835	2010	Daydream Nation	3
2129	0989757	2010	Dear John	0
2661	1226753	2010	Debt, The	3
3425	1194424	2010	Denizen	1
1139	1323594	2010	Despicable Me	3
2700	1123373	2010	Detective Dee and the Mystery of the Phantom Flame	3
1701	1314655	2010	Devil	3
705	1196141	2010	Diary of a Wimpy Kid	3
6248	1433802	2010	Diciotto anni dopo	1
1407	0427152	2010	Dinner for Schmucks	1
2881	1618390	2010	Disciple, The	2
2680	1270761	2010	Don&#39;t Be Afraid of the Dark	3
1012	1576382	2010	Dos hermanos	3
2190	1231583	2010	Due Date	1
2812	1013860	2010	Dylan Dog: Dead of Night	0
1599	1282140	2010	Easy A	3
3278	1412541	2010	Eat Me!	3
1480	0879870	2010	Eat, Pray, Love	3
3459	1226273	2010	Edge of Darkness	1
1215	1511354	2010	El dios de madera	3
3110	1340773	2010	Elektra Luxx	3
4310	1575539	2010	Elena Undone	3
1742	1668200	2010	Elle s&#39;appelait Sarah (Sarah&#39;s key)	3
3852	1305797	2010	Enthiran	3
2781	1561768	2010	Essential Killing	0
2305	1531663	2010	Everything Must Go	1
988	1587707	2010	Exit Through the Gift Shop	0
1509	1320253	2010	Expendables, The	1
4823	0997152	2010	Experiment, The	0
2774	1179025	2010	Extraordinary Adventures of Adele Blanc-Sec, The	3
2780	0977855	2010	Fair Game	3
6069	1614338	2010	Fanny, Annie &amp; Danny	3
2177	1433108	2010	Faster	0
4137	1706365	2010	Feeding Frenzy	3
2033	0964517	2010	Fighter, The	2
4170	1536053	2010	First Night	3
6657	0817177	2010	Flipped	3
3456	1667079	2010	Food Stamped	3
2192	1600383	2010	For 80 Days	3
2307	1405500	2010	For Colored Girls	3
3435	1341167	2010	Four Lions	1
1918	1174693	2010	Four-Faced Liar, The	3
6398	1221208	2010	Frankie and Alice	3
3676	1323045	2010	Frozen	1
870	1226229	2010	Get Him To The Greek	1
828	1139328	2010	Ghost Writer, The	2
6453	1219817	2010	Going Postal	1
1607	1322312	2010	Going the Distance	3
4015	1560779	2010	Good Witch&#39;s Gift, The	3
1624	1525915	2010	Great Vazquez, The	3
704	0947810	2010	Green Zone	0
872	1234654	2010	Greenberg	1
980	1375670	2010	Grown Ups	3
1930	1376195	2010	Gunless	2
5644	1585255	2010	Hairdresser, The	3
2482	1481572	2010	Happythankyoumoreplease	1
1773	0926084	2010	Harry Potter and the Deathly Hallows: Part 1	3
1619	1600524	2010	Heartbeats	2
2178	0473364	2010	Heavy, The	0
2712	1754351	2010	Hollywood Complex, The	3
715	1231587	2010	Hot Tub Time Machine	1
1606	1314652	2010	Housemaid, The	3
6345	1341188	2010	How Do You Know	3
2103	1588875	2010	How I ended this summer	0
711	0892769	2010	How to Train Your Dragon	3
2778	1049402	2010	Howl	0
2329	1311075	2010	Human Resources Manager, The	1
5869	1270291	2010	Hunter Prey	0
3213	1190072	2010	Hunter, The	1
4810	1313244	2010	Hypothermia	3
1005	1226236	2010	I Am Love	3
3319	1588170	2010	I Saw the Devil	1
6493	1624426	2010	I Will Follow	3
2051	0775489	2010	Illusionist, The	0
2188	1255953	2010	Incendies	3
1169	1375666	2010	Inception	3
2280	1591095	2010	Insidious	3
1618	1653853	2010	Into Our Own Hands	3
3187	1386932	2010	Ip Man 2	1
797	1228705	2010	Iron Man 2	3
2113	0804497	2010	It&#39;s Kind of a Funny Story	1
1929	1079968	2010	Jack and the Beanstalk	1
6556	1278379	2010	Jack goes boating	1
3157	1548603	2010	Jo&#39;s Boy	0
1507	1336999	2010	Jucy	3
901	1407061	2010	Just Wright	3
3390	1494772	2010	Justice League: Crisis on Two Earths	1
2114	1523483	2010	Kaboom	3
943	1155076	2010	Karate Kid, The	3
737	1250777	2010	Kick-Ass	1
1199	0842926	2010	Kids Are All Right, The	3
4003	0954947	2010	Killer Inside Me, The	1
3804	1270296	2010	Killing Jar, The	3
2940	1332134	2010	King of Devil&#39;s Island	1
1863	1504320	2010	King&#39;s Speech, The	3
1174	1013743	2010	Knight and Day	2
1519	1455151	2010	La tete en friche	1
1019	0938283	2010	Last Airbender, The	1
1612	1320244	2010	Last Exorcism, The	3
5990	1294226	2010	Last Song, The	3
2827	1462053	2010	Leading Ladies	3
979	1038686	2010	Legion	3
4078	1565958	2010	Les emotifs anonymes	3
1649	1228987	2010	Let Me In	1
823	0892318	2010	Letters to Juliet	3
2773	1440232	2010	Little White Lies	3
5398	1213648	2010	London Boulevard	1
5009	1512685	2010	Los ojos de Julia (Julia&#39;s Eyes)	3
1531	0480255	2010	Losers, The	1
2272	1515935	2010	Lottery, The	3
2096	0758752	2010	Love and Other Drugs	2
5854	1602479	2010	Love in a puff	1
1474	1646985	2010	Love Like Poison	3
824	1470023	2010	MacGruber	1
1528	0985694	2010	Machete	3
1652	1371155	2010	Made In Dagenham	3
5197	1684911	2010	Majorite opprimee	0
2206	1518812	2010	Meek&#39;s Cutoff	2
1743	1001526	2010	Megamind	0
1447	1251757	2010	Middle Men	1
5623	1405810	2010	Mine vaganti	3
1471	1604900	2010	Monga	1
5735	1504443	2010	Mongolian Death Worm	3
1842	1470827	2010	Monsters	0
1723	1126618	2010	Morning Glory	3
6780	1653911	2010	Mozart&#39;s Sister	3
4923	1673423	2010	My Babysitter&#39;s a Vampire	3
4556	1236371	2010	Mysteries of Lisbon	3
2416	1415283	2010	Nanny McPhee and the Big Bang	3
1923	1334260	2010	Never Let Me Go	3
1777	1458175	2010	Next Three Days, The	3
4110	0775543	2010	Night Catches Us	3
2782	1270842	2010	Norwegian Wood	3
1820	1588337	2010	Of god and men (Des hommes et des dieux)	0
2801	1734113	2010	Omae Umasou da na	0
3464	1451762	2010	On Tour	3
2202	1438216	2010	Oranges and Sunshine	3
1448	1386588	2010	Other Guys, The	0
702	1305583	2010	Our Family Wedding	3
2775	1229381	2010	Outside the Law	1
2794	1536044	2010	Paranormal Activity 2	3
962	1188113	2010	Peacock	1
2537	0814255	2010	Percy Jackson &amp; the Olympians: The Lightning Thief	3
4530	1381413	2010	Pete Smalls Is Dead	1
2459	1721685	2010	Pink Saris	3
2052	1723115	2010	Place in Between, The	3
908	0878835	2010	Please Give	3
1566	1287878	2010	Poetry	3
2481	1714886	2010	Post Mortem	1
2264	1521848	2010	Potiche	3
1168	1424381	2010	Predators	0
4128	1574639	2010	Predicament	1
831	0473075	2010	Prince of Persia: The Sands of Time	0
968	1443518	2010	R U There	0
2246	0935075	2010	Rabbit Hole	3
5440	1744641	2010	Ramayana: The Epic	2
1350	0493949	2010	Ramona and Beezus	3
4790	1401143	2010	Rare Exports	0
1700	1245526	2010	Red	2
3647	1626201	2010	Red: Werewolf Hunter	3
1303	1403981	2010	Remember Me	3
723	1053424	2010	Repo Men	3
1567	1220634	2010	Resident Evil: Afterlife	3
2006	1559549	2010	Restrepo	0
4991	1666642	2010	Revenge of the Bridesmaids	3
822	0955308	2010	Robin Hood	3
2791	1403988	2010	Romantics, The	3
2175	1263750	2010	Room in Rome	3
2253	1612774	2010	Rubber	3
832	1017451	2010	Runaways, The	3
1299	0944835	2010	Salt	3
1711	1592876	2010	Score: A Hockey Musical	2
1468	0446029	2010	Scott Pilgrim vs. the World	3
1669	1028576	2010	Secretariat	3
2633	1424432	2010	Senna	1
835	1261945	2010	Sex and the city 2	3
1580	1179069	2010	Shelter	3
894	0892791	2010	Shrek Forever After	1
3068	1341710	2010	Shrine, The	3
716	1130884	2010	Shutter Island	1
2046	1686313	2010	Simple Simon	1
1175	1425933	2010	Skeletons	3
1880	1564585	2010	Skyline	3
2702	1429392	2010	Small Town Murder Songs	3
6177	1291652	2010	Snabba cash	1
1620	1285016	2010	Social Network, The	1
2124	1421051	2010	Somewhere	3
1301	0963966	2010	Sorcerer&#39;s Apprentice, The	1
3257	1272051	2010	Space Dogs	3
5100	1496884	2010	Spiderhole	3
2093	1273678	2010	Spy Next Door, The	3
2811	1464580	2010	Stake Land	1
4942	1303803	2010	Standing Ovation	3
2337	1583323	2010	Steam of Life	0
3505	1488598	2010	Stonehenge Apocalypse	3
2189	1440292	2010	Submarine	1
1533	1322385	2010	Submarino	1
2288	1512235	2010	Super	1
2164	1673430	2010	Superman/Batman: Apocalypse	3
3568	1450332	2010	Surely Someday	1
1570	0889573	2010	Switch, The	2
2271	1135084	2010	Takers	1
1782	0398286	2010	Tangled	3
3316	0411951	2010	Tekken	2
1653	1274300	2010	Tempest, The	3
1866	1278469	2010	Temple Grandin	3
4366	1614408	2010	Time Traveller (Toki o Kakeru Shojo)	3
3903	1216515	2010	Tinker Bell and the Great Fairy Rescue	3
944	1570989	2010	Tiny Furniture	3
4504	1640571	2010	Titanic II	3
5134	1456941	2010	Tomorrow, When the War Began	3
1879	1243957	2010	Tourist, The	0
1576	0840361	2010	Town, The	1
961	0435761	2010	Toy Story 3	3
3763	1270120	2010	Transfer	3
1938	1624408	2010	Trigger	3
2542	1740047	2010	Trip, The	1
2110	1232838	2010	Triple Dog	3
2677	1740707	2010	TrollHunter	1
1851	1104001	2010	Tron Legacy	1
1854	1403865	2010	True Grit	3
2783	1465522	2010	Tucker and Dale vs Evil	3
2624	1518861	2010	Turbulent Skies	3
5536	1520453	2010	Twelve Thirty	3
1234	1325004	2010	Twilight Saga: Eclipse, The	3
1183	1161411	2010	Una hora mas en Canarias	3
1775	1588895	2010	Uncle Boonmee Who Can Recall His Past Lives	3
3975	1673702	2010	Une vie de chat	3
1759	0477080	2010	Unstoppable	3
989	0817230	2010	Valentine&#39;s Day	3
5239	1669706	2010	Valkaama	2
4052	1452628	2010	Vanishing on 7th Street	1
2397	1723120	2010	Viva Riva!	3
1661	1027718	2010	Wall Street: Money Never Sleeps	3
2813	1369706	2010	Ward, The	3
4102	1441912	2010	Way, The	0
5070	1692504	2010	We are The Night (Wir sind die Nacht)	3
2049	1183923	2010	Welcome to the Rileys	3
4103	1441956	2010	West Is West	3
5036	1185416	2010	When in Rome	3
3169	0896872	2010	Whistleblower, The	3
2593	1235189	2010	Wild Target	1
909	1399683	2010	Winter&#39;s Bone	3
717	0780653	2010	Wolfman, The	1
3762	1216520	2010	Womb	3
2771	1805297	2010	Women on the 6th Floor, The	3
3208	1316622	2010	Wrecked	0
6228	1648133	2010	XXXHOLiC: Ro	3
4038	1398428	2010	YellowBrickRoad	3
1893	1302067	2010	Yogi Bear	0
1626	1414382	2010	You Again	3
1518	1182350	2010	You Will Meet a Tall Dark Stranger	3
1111	1340768	2009	&quot;Chess in Concert&quot;	1
434	1022603	2009	(500) Days of Summer	1
5013	1446201	2009	12 Men of Christmas	3
315	0974661	2009	17 Again	3
1695	1190080	2009	2012	1
3066	1187043	2009	3 Idiots	1
1520	0914837	2009	44 Inch Chest	1
494	0472033	2009	9	0
642	0971209	2009	A Perfect Getaway	3
1756	1235166	2009	A Prophet (Un Prophete)	1
1870	1019452	2009	A Serious Man	2
697	1315981	2009	A Single Man	1
2558	1433540	2009	A Town Called Panic	1
1609	1360860	2009	About Elly	3
3997	1059925	2009	According to Greta	3
4119	1185836	2009	Adam	2
311	1091722	2009	Adventureland	3
6311	0838247	2009	After.Life	1
692	1186830	2009	Agora	1
1043	1371630	2009	Air Doll	1
891	1077262	2009	Ajami	2
3821	1050001	2009	Albino Farm	3
2454	1461312	2009	Alice	3
5666	0775552	2009	Aliens in the Attic	3
1180	0881891	2009	All About Steve	3
5367	1129445	2009	Amelia	3
885	1174732	2009	An Education	3
5462	1123894	2009	And Then Came Lola	3
331	0808151	2009	Angels &amp; Demons	0
644	0870984	2009	Antichrist	0
3779	0913354	2009	Armored	0
1705	1198153	2009	Assassin Next Door, The	3
906	0375568	2009	Astro Boy	3
3838	0432314	2009	Attack on Leningrad	3
582	0499549	2009	Avatar	2
804	1176740	2009	Away We Go	3
5359	1137436	2009	Awaydays	2
2438	1095217	2009	Bad Lieutenant: Port of Call - New Orleans, The	3
6883	1209377	2009	Beautiful Kate	3
996	1339268	2009	Beeswax	3
5857	1479163	2009	Big Font. Large Spacing	3
635	1212974	2009	Bitch Slap	3
4000	1190536	2009	Black Dynamite	2
2048	0878804	2009	Blind Side, The	2
423	0806027	2009	Blood: The Last Vampire	3
812	1131729	2009	Boat That Rocked, The	3
2600	1300851	2009	Boondock Saints II: All Saints Day, The	0
2239	0362478	2009	Box, The	3
480	0889583	2009	Br&uuml;no	0
6067	1148165	2009	Bran Nue Dae	1
1395	0901476	2009	Bride Wars	3
2304	0790627	2009	Brief Interviews With Hideous Men	0
886	0810784	2009	Bright Star	3
758	1349482	2009	Bring It On: Fight to the Finish	3
2830	0913425	2009	Broken Embraces	3
951	1210042	2009	Brooklyn&#39;s Finest	1
1487	0765010	2009	Brothers	3
4322	1314645	2009	C Me Dance	3
1440	0896529	2009	Cairo Time	3
726	1232207	2009	Capitalism: A Love Story	1
1446	0381940	2009	Cargo	3
4763	0806203	2009	Carriers	3
1750	0795351	2009	Case 39	3
5907	1290135	2009	Children of the Corn	1
1341	1352824	2009	Chloe	3
6571	3671900	2009	Chohatsu Daikaiju Gehara	0
2540	0896923	2009	City of Your Final Destination, The	3
534	0844471	2009	Cloudy with a Chance of Meatballs	1
1821	1035736	2009	Coco avant Chanel	3
1634	1023441	2009	Coco Chanel &amp; Igor Stravinsky	2
3462	1320082	2009	Concert, The	2
915	1093908	2009	Confessions of a Shopaholic	3
1526	1479676	2009	Cooking with Stella	3
314	0327597	2009	Coraline	3
5966	1332054	2009	Cosmonauta	3
2396	1183665	2009	Cracks	3
2042	0924129	2009	Crossing Over	3
6580	1034302	2009	Cry of the Owl, The	0
3846	1230424	2009	Dance Subaru	3
3377	1243375	2009	Dancer and the Thief, The	0
4780	1273204	2009	David&#39;s Birthday	3
910	0433362	2009	Daybreakers	1
4332	1508661	2009	Dead Hooker in a Trunk	3
278	1079444	2009	Dead Like Me: Life After Death	3
1080	1278340	2009	Dead Snow	2
4049	1242618	2009	Deadline	3
2685	1242423	2009	Dear Lemon Lima	3
1823	1303828	2009	Defendor	1
6533	1073105	2009	Descent: Part 2, The	3
2650	1054580	2009	Desert Flower	3
1813	1379177	2009	Disappearance of Alice Creed, The	0
468	1136608	2009	District 9	1
4929	1440741	2009	Do Comeco ao Fim	2
712	1379182	2009	Dogtooth	3
5120	1485698	2009	Dom zly	1
2884	1379222	2009	Double Hour, The	3
654	1127180	2009	Drag Me to Hell	3
5506	1268962	2009	Drool	3
498	1135487	2009	Duplicity	2
518	1124039	2009	Echelon Conspiracy	0
5034	1235842	2009	El nino pez	3
5116	1257579	2009	El traspatio (Backyard)	3
4533	0874271	2009	Elsewhere	3
2671	1191111	2009	Enter the Void	1
3732	0860906	2009	Evangelion: 2.0 You Can (Not) Advance	3
1917	0780511	2009	Everybody&#39;s Fine	2
1454	1258197	2009	Exam	3
2635	1521783	2009	Exit 117	2
2443	1424327	2009	Eyes Wide Open	1
550	0432283	2009	Fantastic Mr. Fox	1
2401	1013752	2009	Fast &amp; Furious	1
4596	1144884	2009	Final Destination, The	3
2936	1185242	2009	Finding Bliss	3
4086	1083456	2009	Fired Up!	1
888	1232776	2009	Fish Tank	3
4062	1220198	2009	Fourth Kind, The	3
932	0910554	2009	Frequently Asked Questions About Time Travel	2
4570	0758746	2009	Friday the 13th	2
5402	1326221	2009	Fruit Fly	3
408	1201167	2009	Funny People	1
276	1054487	2009	Futurama: Into the Wild Green Yonder	3
2378	0436339	2009	G-Force	1
453	1046173	2009	G.I. Joe: The Rise of Cobra	1
2536	1034032	2009	Gamer	1
2273	1194263	2009	Get Low	1
665	1252595	2009	Ghosted	3
3847	1342378	2009	Girl (Flickan), The	3
1011	1183672	2009	Girl on the Train, The	3
2125	1343097	2009	Girl Who Kicked the Hornets&#39; Nest, The	3
2149	1216487	2009	Girl Who Played with Fire, The	3
485	1132620	2009	Girl with the Dragon Tattoo, The	3
1479	1103982	2009	Girlfriend Experience, The	3
1482	1426362	2009	Go get some rosemary	1
2109	1247662	2009	Good Guy, The	3
4014	1312251	2009	Good Witch&#39;s Garden, The	3
377	0758751	2009	Grey Gardens	3
361	1119646	2009	Hangover, The	1
1574	1315214	2009	Hannah Free	3
3345	1289406	2009	Harry Brown	1
375	0417741	2009	Harry Potter and the Half-Blood Prince	3
3299	1001508	2009	He&#39;s Just Not That Into You	3
3356	1322315	2009	Headhunter	1
5202	1220214	2009	Heartless	1
714	1012729	2009	Helen	3
1485	1504429	2009	Hideaway (Le refuge)	3
3200	1183276	2009	Horde, The	0
641	1172994	2009	House of the Devil, The	3
1286	1308138	2009	Hua Mulan	3
978	1467304	2009	Human Centipede (First Sequence), The	3
922	1334537	2009	Humpday	1
6937	1385912	2009	I can do bad all by myself	1
4217	1024744	2009	I Come with the Rain	0
757	1045772	2009	I Love You Phillip Morris	1
519	1155056	2009	I Love You, Man	2
458	1080016	2009	Ice Age: Dawn of the Dinosaurs	1
3378	1463167	2009	Il richiamo	3
696	1054606	2009	Imaginarium of Doctor Parnassus, The	1
4075	0910905	2009	In the Electric Mist	2
496	1226774	2009	In the Loop	3
4006	1020543	2009	Infestation	3
987	1130080	2009	Informant!, The	1
557	0361748	2009	Inglourious Basterds	3
2777	1071804	2009	Ink	3
555	1058017	2009	Invention of Lying, The	2
1186	1057500	2009	Invictus	1
771	1230414	2009	It&#39;s Complicated	3
2196	1424797	2009	J&#39;ai tu&eacute; ma m&egrave;re	2
1797	1406160	2009	Jaffa	3
643	1131734	2009	Jennifer&#39;s Body	3
5636	1285309	2009	Joneses, The	3
5951	1422674	2009	Ju-on: Black Ghost	3
5923	1422675	2009	Ju-on: White Ghost	3
427	1135503	2009	Julie &amp; Julia	3
2464	1309449	2009	Kaiji: The Ultimate Gambler	0
354	0448011	2009	Knowing	1
5363	0844708	2009	Last House on the Left, The	3
5052	1351177	2009	Last of the Living	0
946	0824758	2009	Last Station, The	3
2126	1512201	2009	Last Train Home	3
892	1197624	2009	Law Abiding Citizen	1
2439	1442519	2009	Le h&eacute;risson	3
1796	1483831	2009	Lebanon	0
1885	1020885	2009	Lesbian Vampire Killers	3
1484	0808526	2009	Life During Wartime	3
1779	1135092	2009	Limits of Control, The	1
3516	1426371	2009	Little Girl	3
1214	1227787	2009	London River	3
721	1426374	2009	Los viajes del viento	1
811	1405808	2009	Lost Persons Area	1
1803	1405809	2009	Lourdes	3
6058	0899106	2009	Love Happens	3
5891	1269560	2009	Love Takes Wing	3
718	0380510	2009	Lovely Bones, The	3
6573	1142800	2009	Madea Goes to Jail	0
678	1216496	2009	Madeo	3
3752	1187044	2009	Maid, The	3
531	1107860	2009	Maiden Heist, The	0
5586	1305714	2009	Make the Yuletide Gay	3
1549	1185376	2009	Map of the Sounds of Tokyo	1
2669	0978762	2009	Mary and Max	1
2470	1350498	2009	Mega Shark vs Giant Octopus	0
548	1234548	2009	Men Who Stare at Goats, The	0
2776	0790712	2009	Messenger, The	1
1771	1149361	2009	Micmacs (Micmacs &agrave; tire-larigot)	3
1805	1206488	2009	Milk of Sorrow, The	3
2915	1442437	2009	Modern Family	3
2656	0892782	2009	Monsters vs Aliens	3
544	1182345	2009	Moon	1
1162	1121977	2009	Mother and Child	3
1413	0485947	2009	Mr. Nobody	1
2606	1146320	2009	Mutants	3
2489	1179891	2009	My Bloody Valentine 3D	2
2258	1050002	2009	My Last Five Girlfriends	3
677	1272041	2009	My Queen Karo	3
798	1078588	2009	My Sister&#39;s Keeper	3
3165	1233219	2009	My Son, My Son, What Have Ye Done	2
5251	1527679	2009	Nasty Old People	3
4467	1504362	2009	Natale a Beverly Hills	1
780	1259571	2009	New Moon	3
1638	1463188	2009	Ngai chai dor ching	2
709	0875034	2009	Nine	2
563	1186367	2009	Ninja Assassin	1
4931	1072438	2009	Not Since You	2
1177	1320352	2009	Nothing Personal	3
5153	1266029	2009	Nowhere Boy	3
2127	1235796	2009	Ondine	3
4114	1422201	2009	One Hot Summer	2
